call_id,date,exchange,q,ticker,word_count,total_dynamic_capability_keywords,sensing_count,sensing_per_1000_words,seizing_count,seizing_per_1000_words,transforming_count,transforming_per_1000_words,total_dynamic_capability_keywords_per_1000_words,keyword_sense_count,keyword_senses_count,keyword_sensed_count,keyword_sensing_count,keyword_shape_count,keyword_shaped_count,keyword_shaping_count,keyword_seize_count,keyword_seized_count,keyword_seizing_count,keyword_invest_count,keyword_investing_count,keyword_invested_count,keyword_transform_count,keyword_transforming_count,keyword_transformed_count,keyword_reconfigure_count,keyword_reconfigured_count,keyword_reconfiguring_count,keyword_redeployment_count,keyword_redeploy_count,keyword_redeployed_count,keyword_redesign_count,keyword_redesigned_count,keyword_redesigning_count,keyword_revamping_count,keyword_revamped_count,keyword_revamp_count
103,2021-04-28 07:00:00,NYSE,2021-Q1,DB,14529,2,1,0.06882786151834262,0,0.0,1,0.06882786151834262,0.13765572303668525,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,2021-06-08 08:00:00,NYSE,2021-Q1,CHS,4668,3,2,0.42844901456726653,0,0.0,1,0.21422450728363326,0.6426735218508997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105,2021-05-04 17:00:00,NASDAQ,2021-Q3,MRCY,7994,8,1,0.12509382036527394,6,0.7505629221916438,1,0.12509382036527394,1.0007505629221916,1,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2021-06-02 17:00:00,NYSE,2021-Q4,AI,10708,9,3,0.28016436309301457,6,0.5603287261860291,0,0.0,0.8404930892790436,3,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,2021-02-01 10:00:00,NYSE,2020-Q4,OTIS,8564,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2021-04-29 09:00:00,NYSE,2021-Q1,FCN,8181,11,6,0.7334066740007334,5,0.6111722283339445,0,0.0,1.344578902334678,6,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,2021-07-09 12:00:00,NASDAQ,2021-Q3,PSMT,5214,5,0,0.0,5,0.9589566551591868,0,0.0,0.9589566551591868,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,2022-05-04 08:30:00,NASDAQ,2022-Q3,LITE,8553,16,15,1.75377060680463,1,0.11691804045364199,0,0.0,1.8706886472582718,1,0,0,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,2021-08-05 17:00:00,NASDAQ,2021-Q2,HCAT,9749,10,5,0.5128731151913016,5,0.5128731151913016,0,0.0,1.0257462303826033,5,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,2021-04-19 08:30:00,NYSE,2021-Q1,KO,10362,15,7,0.6755452615325227,8,0.7720517274657401,0,0.0,1.447596988998263,6,0,0,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,2021-02-23 08:30:00,NASDAQ,2020-Q4,CMLS,4396,9,9,2.0473157415832577,0,0.0,0,0.0,2.0473157415832577,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,2021-08-11 08:00:00,(NYSE,2021-Q2,ATC),7281,6,2,0.2746875429199286,4,0.5493750858398572,0,0.0,0.8240626287597858,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,2021-02-17 17:00:00,NASDAQ,2020-Q4,TLRY,8848,2,1,0.11301989150090415,0,0.0,1,0.11301989150090415,0.2260397830018083,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,2019-11-18 08:00:00,NYSE,2019-Q3,CTK,3668,5,0,0.0,5,1.3631406761177753,0,0.0,1.3631406761177753,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,2021-03-11 17:00:00,NYSE,2021-Q4,ZUO,6815,4,0,0.0,3,0.4402054292002935,1,0.1467351430667645,0.586940572267058,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,2020-05-26 17:00:00,NYSE,2020-Q1,OOMA,8080,1,1,0.12376237623762376,0,0.0,0,0.0,0.12376237623762376,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,2021-04-29 17:00:00,NASDAQ,2021-Q1,MVIS,11345,8,7,0.617011899515205,1,0.08814455707360071,0,0.0,0.7051564565888057,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2021-02-11 17:00:00,NASDAQ,2020-Q4,BJRI,10742,11,6,0.5585552038726495,5,0.4654626698938745,0,0.0,1.024017873766524,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,2021-07-27 08:30:00,NASDAQ,2021-Q2,AGNC,8910,1,1,0.1122334455667789,0,0.0,0,0.0,0.1122334455667789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,2021-08-06 14:30:00,NASDAQ,2021-Q2,LHCG,11485,13,7,0.6094906399651719,6,0.5224205485415759,0,0.0,1.1319111885067479,6,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,2022-11-07 16:30:00,NASDAQ,2023-Q2,TTWO,10595,13,10,0.9438414346389807,3,0.2831524303916942,0,0.0,1.2269938650306749,9,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,2022-10-27 17:30:00,NASDAQ,2022-Q3,AMZN,5242,3,1,0.19076688286913393,2,0.38153376573826786,0,0.0,0.5723006486074017,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,,NASDAQ,2018-Q4,BCOR,8701,9,7,0.8045052292839903,1,0.11492931846914148,1,0.11492931846914148,1.0343638662222734,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
126,2021-11-08 04:00:00,NASDAQ,2021-Q3,IMOS,2546,1,0,0.0,1,0.3927729772191674,0,0.0,0.3927729772191674,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,2021-02-18 17:00:00,NASDAQ,2020-Q4,ROKU,9718,23,2,0.20580366330520683,21,2.160938464704672,0,0.0,2.3667421280098786,2,0,0,0,0,0,0,0,0,0,8,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,2021-02-26 20:30:00,NASDAQ,2020-Q4,CGEN,11380,5,4,0.351493848857645,1,0.08787346221441125,0,0.0,0.43936731107205623,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,2021-02-04 16:30:00,NYSE,2020-Q4,ONTO,6868,2,1,0.14560279557367503,1,0.14560279557367503,0,0.0,0.29120559114735006,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,2022-11-08 09:00:00,NASDAQ,2022-Q3,MNKD,7753,9,3,0.38694698826260804,5,0.6449116471043468,1,0.12898232942086935,1.1608409647878242,1,0,0,0,2,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,2021-05-07 20:00:00,NYSE,2021-Q1,HR,11699,10,5,0.4273869561500983,5,0.4273869561500983,0,0.0,0.8547739123001966,5,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,2021-02-25 10:00:00,NYSE,2020-Q4,CLF,8922,18,4,0.44832997085855186,11,1.2329074198610177,3,0.3362474781439139,2.017484868863484,1,0,0,0,2,0,1,0,0,0,4,4,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
133,2021-04-28 08:00:00,NYSE,2021-Q1,SIX,8641,6,2,0.23145469274389538,2,0.23145469274389538,2,0.23145469274389538,0.6943640782316861,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
134,2021-02-03 17:00:00,NASDAQ,2020-Q4,SITM,4814,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,2021-05-06 17:00:00,NASDAQ,2021-Q1,OLED,5682,6,1,0.17599436818021824,3,0.5279831045406547,2,0.3519887363604365,1.0559662090813093,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
136,2022-11-09 09:00:00,NASDAQ,2023-Q1,COHR,11481,16,12,1.0452051215050953,3,0.2613012803762738,1,0.08710042679209128,1.3936068286734604,2,0,0,10,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
137,2021-10-29 10:00:00,NYSE,2021-Q3,ABR,7452,3,2,0.2683843263553409,1,0.13419216317767044,0,0.0,0.4025764895330113,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,2021-06-23 10:00:00,NYSE,2021-Q3,WGO,11205,10,4,0.35698348951361,6,0.535475234270415,0,0.0,0.8924587237840249,3,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,2021-02-03 13:00:00,NYSE,2020-Q4,APAM,6691,15,1,0.14945449110745776,14,2.092362875504409,0,0.0,2.241817366611867,1,0,0,0,0,0,0,0,0,0,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,2020-10-28 17:00:00,NASDAQ,2020-Q4,CASH,5233,1,0,0.0,1,0.19109497420217847,0,0.0,0.19109497420217847,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,2019-04-25 08:30:00,NYSE,2019-Q1,MSA,4626,4,1,0.21616947686986596,3,0.648508430609598,0,0.0,0.8646779074794638,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,2019-10-24 10:00:00,NYSE,2019-Q3,GPI,6627,3,1,0.1508978421608571,2,0.3017956843217142,0,0.0,0.4526935264825713,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,2021-08-11 08:00:00,NYSE,2021-Q2,CYD,3559,1,0,0.0,1,0.2809778027535825,0,0.0,0.2809778027535825,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,2020-08-10 08:30:00,NASDAQ,2020-Q2,ICPT,8638,5,1,0.11576753878212549,2,0.23153507756425099,2,0.23153507756425099,0.5788376939106274,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
145,2021-02-26 22:00:00,NASDAQ,2020-Q4,ZEUS,6472,1,1,0.1545117428924598,0,0.0,0,0.0,0.1545117428924598,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,2021-02-25 16:30:00,NASDAQ,2020-Q4,VLDR,7896,2,1,0.12664640324214793,1,0.12664640324214793,0,0.0,0.25329280648429586,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,2021-07-14 11:30:00,NYSE,2021-Q2,WFC,11981,6,4,0.33386194808446706,1,0.08346548702111677,1,0.08346548702111677,0.5007929221267007,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,2020-07-30 08:30:00,NYSEMKT,2020-Q2,NGD,3705,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,2021-05-06 10:00:00,NYSE,2021-Q1,PRI,4003,4,0,0.0,4,0.9992505620784412,0,0.0,0.9992505620784412,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,2021-04-28 08:30:00,NYSE,2021-Q1,CB,7583,7,6,0.7912435711459844,1,0.13187392852433075,0,0.0,0.9231174996703152,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,2021-02-18 16:30:00,NYSE,2020-Q4,ANET,10568,4,2,0.18925056775170326,2,0.18925056775170326,0,0.0,0.3785011355034065,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,2021-03-09 17:00:00,NASDAQ,2020-Q4,ARRY,7647,14,5,0.6538511834706421,9,1.1769321302471558,0,0.0,1.8307833137177978,3,0,0,0,0,2,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,2022-10-13 02:00:00,NYSE,2022-Q3,TSM,9988,5,1,0.1001201441730076,4,0.4004805766920304,0,0.0,0.500600720865038,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,,NYSE,2018-Q4,HMLP,4158,3,3,0.7215007215007215,0,0.0,0,0.0,0.7215007215007215,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,2021-08-02 11:00:00,NYSE,2021-Q2,ITCB,5023,4,0,0.0,0,0.0,4,0.7963368504877563,0.7963368504877563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
156,2022-05-04 17:00:00,NASDAQ,2022-Q1,SEER,5238,3,1,0.19091256204658266,1,0.19091256204658266,1,0.19091256204658266,0.5727376861397481,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,2021-01-25 10:00:00,NYSE,2020-Q4,KMB,10677,11,2,0.18731853516905497,9,0.8429334082607474,0,0.0,1.0302519434298025,2,0,0,0,0,0,0,0,0,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,2020-08-13 11:30:00,NASDAQ,2020-Q2,GMLP,8368,6,5,0.5975143403441683,0,0.0,1,0.11950286806883365,0.717017208413002,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
159,2023-01-05 10:30:00,NYSE,2023-Q3,STZ,12242,5,2,0.163371998039536,3,0.245057997059304,0,0.0,0.40842999509884004,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2021-05-06 17:00:00,NASDAQ,2021-Q1,GPRO,4492,3,3,0.6678539626001782,0,0.0,0,0.0,0.6678539626001782,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,,NYSE,2019-Q1,ACM,8834,7,4,0.4527960153950645,3,0.3395970115462984,0,0.0,0.7923930269413629,3,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,2021-04-29 09:00:00,NYSE,2021-Q2,VVV,9008,11,5,0.5550621669626998,6,0.6660746003552398,0,0.0,1.2211367673179396,4,0,0,0,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,2022-02-03 17:00:00,NYSE,2021-Q4,SNAP,11225,28,1,0.08908685968819599,24,2.1380846325167036,3,0.26726057906458794,2.494432071269488,1,0,0,0,0,0,0,0,0,0,9,12,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
164,2021-05-26 17:00:00,NASDAQ,2022-Q1,OKTA,13443,15,4,0.2975526296213643,10,0.7438815740534107,1,0.07438815740534108,1.1158223610801161,4,0,0,0,0,0,0,0,0,0,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
165,2022-03-09 17:00:00,NASDAQ,2021-Q4,TIG,5069,4,1,0.19727756954034326,3,0.5918327086210299,0,0.0,0.789110278161373,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,2021-02-09 16:30:00,NYSE,2020-Q4,NCR,9400,6,3,0.3191489361702127,3,0.3191489361702127,0,0.0,0.6382978723404255,2,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,2021-01-28 14:00:00,NYSE,2020-Q4,NUE,9934,6,4,0.40265753976243207,2,0.20132876988121604,0,0.0,0.6039863096436481,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,2020-08-04 16:30:00,NYSE,2020-Q3,DIS,9743,9,5,0.5131889561736632,4,0.4105511649389305,0,0.0,0.9237401211125936,4,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,2021-02-25 16:30:00,NYSE,2020-Q4,MED,4382,2,0,0.0,2,0.45641259698767683,0,0.0,0.45641259698767683,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,2022-11-02 08:00:00,NYSE,2022-Q3,UNM,11318,5,4,0.35341933203746245,1,0.08835483300936561,0,0.0,0.4417741650468281,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,2021-02-10 08:00:00,NASDAQ,2020-Q4,CRTO,9189,14,3,0.32647730982696704,6,0.6529546196539341,5,0.5441288497116117,1.5235607791925128,1,0,0,0,2,0,0,0,0,0,3,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
172,2021-02-10 09:00:00,NYSE,2020-Q4,CCK,10507,11,9,0.8565718092700104,2,0.1903492909488912,0,0.0,1.0469211002189016,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,2021-02-23 16:30:00,NASDAQ,2020-Q4,PODD,11018,13,1,0.0907605736068252,11,0.9983663096750771,1,0.0907605736068252,1.1798874568887274,1,0,0,0,0,0,0,0,0,0,7,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
174,2021-07-20 10:00:00,NASDAQ,2021-Q2,SBNY,7538,13,8,1.061289466702043,4,0.5306447333510215,1,0.13266118333775537,1.7245953833908199,7,0,0,0,1,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
175,2021-04-28 08:00:00,NYSE,2021-Q1,SPOT,7564,6,3,0.3966155473294553,3,0.3966155473294553,0,0.0,0.7932310946589106,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,2021-05-13 16:30:00,NYSE,2021-Q2,DIS,9354,1,1,0.10690613641223005,0,0.0,0,0.0,0.10690613641223005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,2020-08-13 17:00:00,NASDAQ,2020-Q2,PAYS,4172,1,0,0.0,1,0.23969319271332692,0,0.0,0.23969319271332692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,2020-06-02 16:30:00,NASDAQ,2020-Q4,APPS,6240,1,1,0.16025641025641027,0,0.0,0,0.0,0.16025641025641027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,2021-10-19 09:00:00,NASDAQ,2021-Q3,SBNY,8321,10,3,0.3605335897127749,7,0.8412450426631415,0,0.0,1.2017786323759163,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2021-07-29 09:00:00,NASDAQ,2021-Q2,CHDN,9803,19,2,0.20401917780271345,12,1.2241150668162808,5,0.5100479445067837,1.9381821891257778,2,0,0,0,0,0,0,0,0,0,8,2,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
181,2021-02-11 08:30:00,NASDAQ,2020-Q4,VIRT,11947,11,4,0.33481208671633045,7,0.5859211517535783,0,0.0,0.9207332384699087,3,0,0,0,1,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,2021-01-27 16:30:00,NYSE,2020-Q4,SYK,12681,2,1,0.07885813421654443,1,0.07885813421654443,0,0.0,0.15771626843308886,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,2021-02-23 04:30:00,NYSE,2020-Q4,IHG,14861,29,13,0.8747728954982842,16,1.0766435636901959,0,0.0,1.95141645918848,2,7,0,0,4,0,0,0,0,0,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,2022-03-01 07:30:00,NYSE,2021-Q4,SE,7283,12,1,0.13730605519703418,11,1.510366607167376,0,0.0,1.6476726623644102,0,0,0,0,0,0,1,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,2021-05-12 17:00:00,NYSE,2021-Q1,AMWL,11997,3,1,0.08335417187630241,2,0.16670834375260482,0,0.0,0.25006251562890724,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,2020-06-10 11:00:00,NYSE,2020-Q3,IRS,6612,2,2,0.3024803387779795,0,0.0,0,0.0,0.3024803387779795,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,2021-04-28 08:00:00,NASDAQ,2021-Q1,SIRI,6621,2,0,0.0,2,0.30206917384080956,0,0.0,0.30206917384080956,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,2021-02-23 17:00:00,NYSE,2020-Q4,SQ,9140,18,1,0.10940919037199125,17,1.859956236323851,0,0.0,1.9693654266958425,1,0,0,0,0,0,0,0,0,0,9,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,2022-02-16 17:30:00,NASDAQ,2021-Q4,EQIX,10426,4,0,0.0,3,0.2877421830040284,1,0.0959140610013428,0.3836562440053712,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
190,2021-05-06 10:00:00,NYSE,2021-Q1,CARS,6702,6,2,0.29841838257236647,4,0.5968367651447329,0,0.0,0.8952551477170994,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,2020-01-30 08:30:00,NYSE,2020-Q2,CACI,10871,18,8,0.7359028608223714,10,0.9198785760279643,0,0.0,1.6557814368503356,4,0,0,0,1,0,3,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,2021-05-12 17:00:00,NASDAQ,2021-Q1,FOSL,3944,5,0,0.0,3,0.7606490872210954,2,0.5070993914807302,1.2677484787018256,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,2021-11-04 08:30:00,NASDAQ,2021-Q3,GOGO,10583,10,2,0.18898233015213078,8,0.7559293206085231,0,0.0,0.9449116507606539,1,0,0,0,1,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,2021-02-16 09:00:00,NASDAQ,2020-Q4,SABR,7876,6,3,0.3809040121889284,3,0.3809040121889284,0,0.0,0.7618080243778568,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,2021-03-04 08:30:00,NASDAQ,2020-Q4,SDGR,6868,6,0,0.0,5,0.7280139778683751,1,0.14560279557367503,0.8736167734420501,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
196,2022-03-01 11:00:00,NYSE,2021-Q4,HGV,9074,3,1,0.11020498126515318,1,0.11020498126515318,1,0.11020498126515318,0.3306149437954595,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,2021-02-10 09:00:00,NYSE,2020-Q4,TWO,6830,2,2,0.29282576866764276,0,0.0,0,0.0,0.29282576866764276,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,2021-11-10 17:00:00,NYSE,2021-Q3,MAX,3365,3,1,0.2971768202080238,2,0.5943536404160475,0,0.0,0.8915304606240713,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,2021-08-05 17:00:00,NASDAQ,2021-Q2,TPIC,6322,1,1,0.15817779183802594,0,0.0,0,0.0,0.15817779183802594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,2021-03-30 16:30:00,NASDAQ,2020-Q4,LULU,9214,21,2,0.21706099413935315,19,2.0620794443238553,0,0.0,2.2791404384632084,1,0,0,0,1,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,2021-03-25 08:30:00,OTC,2020-Q4,CWBHF,8587,4,2,0.232910213112845,2,0.232910213112845,0,0.0,0.46582042622569,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,2021-08-09 09:00:00,NYSE,2021-Q2,TGNA,8594,2,1,0.11636025133814289,1,0.11636025133814289,0,0.0,0.23272050267628577,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,2021-01-12 08:00:00,NASDAQ,2021-Q1,OGI,10634,6,3,0.2821139740455144,2,0.1880759826970096,1,0.0940379913485048,0.5642279480910288,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
204,2020-08-06 11:00:00,NYSE,2020-Q2,CF,7860,6,5,0.6361323155216285,1,0.1272264631043257,0,0.0,0.7633587786259541,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,2021-03-24 10:00:00,NYSE,2021-Q2,WGO,10853,8,4,0.3685616880125311,4,0.3685616880125311,0,0.0,0.7371233760250622,4,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,2020-08-07 08:30:00,NYSE,2020-Q2,CCO,11520,9,6,0.5208333333333334,3,0.2604166666666667,0,0.0,0.78125,6,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,2019-07-25 09:00:00,NYSE,2019-Q2,GPI,6380,2,1,0.15673981191222572,1,0.15673981191222572,0,0.0,0.31347962382445144,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
