call_id,date,exchange,q,ticker,capability,segment_id,window_start,window_end,matched_terms,segment_text
97,2021-02-09 17:00:00,NYSE,2020-Q4,AYX,transforming,5,3889,3898,transform,important like helping customers transform their businesses and so
97,2021-02-09 17:00:00,NYSE,2020-Q4,AYX,transforming,6,5797,5806,transforming,have that we re transforming the output for data
97,2021-02-09 17:00:00,NYSE,2020-Q4,AYX,transforming,7,6531,6540,transform,alteryx to continue to transform itself to becoming a
97,2021-02-09 17:00:00,NYSE,2020-Q4,AYX,transforming,8,6717,6726,transform,comments about continuing to transform the business and trend
98,2021-02-12 10:00:00,NYSE,2020-Q4,HUN,sensing,1,3572,3581,sense,to try to make sense of the seemingly ever
98,2021-02-12 10:00:00,NYSE,2020-Q4,HUN,sensing,2,8257,8266,sense,capex uptick which makes sense in what you ve
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,sensing,1,3333,3342,shaped,particular category instead we shaped our business decisions around
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,sensing,2,4236,4245,shaping,the things that are shaping their world and meeting
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,sensing,3,6534,6543,sense,expertise empowerment and a sense of ownership in how
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,sensing,4,10629,10638,sense,store would only make sense if it drove incremental
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,sensing,5,18910,18919,sense,of a lot of sense because of the way
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,1,468,477,invested,designed our strategy and invested accordingly we relentlessly asked
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,2,1298,1307,invested,hour we ve consistently invested in our merchandising strength
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,3,1354,1363,investing,and digital shopping experience investing billions in store remodels
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,4,1392,1401,invest,we re continuing to invest in our team even
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,5,1450,1459,invested,in january when we invested another million to reward
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,6,3590,3599,invested,beloved brand because we invested in co creating this
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,7,4404,4413,investing,morning we have been investing in them for years
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,8,6771,6780,invest,we do we ll invest in more capacity and
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,9,8217,8226,investing,our guests we re investing in a lot of
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,10,9448,9457,invest,more effectively we can invest in what they want
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,11,9469,9478,invest,lives easier if we invest the right way guests
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,12,9490,9499,invest,create additional opportunities to invest our success in which
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,13,10205,10214,invest,day services while we invest to broaden shipt s
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,14,10293,10302,investing,john covered we re investing to modernize our network
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,15,10777,10786,invest,opportunity nearby we can invest in another of these
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,16,10944,10953,invest,remodels we ll also invest in ulta beauty shop
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,17,11047,11056,investing,our laser focus on investing for the long term
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,18,12293,12302,invest,while we continue to invest in long term growth
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,19,12629,12638,invest,first we look to invest in the business in
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,20,12824,12833,invest,outlined our plan to invest about billion this year
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,21,13232,13241,invested,an increase in the invested capital portion of this
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,22,13366,13375,investing,said we d be investing to put our stores
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,23,13438,13447,invest,but we continued to invest with a long view
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,24,13492,13501,investing,on playing offense and investing in continued growth just
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,25,15215,15224,invest,brands and continue to invest in building a trusted
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,26,15549,15558,investing,a long history of investing in our team that
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,27,17507,17516,invest,of capital we d invest in stores in remodeling
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,28,17562,17576,investing,commitment to our team investing in wages and benefits investing in training and crew
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,29,17666,17675,invested,leadership position with wages invested in our team provided
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,30,17715,17724,invest,to make sure we invest in our team to
99,2021-03-02 09:00:00,NYSE,2020-Q4,TGT,seizing,31,19182,19191,investing,of where we re investing going forward is to
100,2022-03-03 05:00:00,NYSE,2021-Q4,SBSW,sensing,1,3202,3211,shape,that are going to shape the fifth industrial revolution
100,2022-03-03 05:00:00,NYSE,2021-Q4,SBSW,sensing,2,10124,10133,sense,values it may make sense now i need to
100,2022-03-03 05:00:00,NYSE,2021-Q4,SBSW,sensing,3,10158,10167,sense,of course it makes sense to use our currency
100,2022-03-03 05:00:00,NYSE,2021-Q4,SBSW,seizing,1,8795,8804,invest,are making commitments to invest in social upliftment to
101,2020-08-06 09:30:00,(NYSE,2020-Q2,STNG),sensing,1,8268,8277,sense,to get a better sense for an updated kind
101,2020-08-06 09:30:00,(NYSE,2020-Q2,STNG),sensing,2,9397,9406,sense,to you which makes sense how do you think
102,2019-10-31 11:00:00,NYSE,2019-Q3,WWE,sensing,1,2754,2763,shaping,and how that s shaping up george a barrios
102,2019-10-31 11:00:00,NYSE,2019-Q3,WWE,sensing,2,6924,6933,sense,so you get a sense of the scale of
102,2019-10-31 11:00:00,NYSE,2019-Q3,WWE,seizing,1,421,430,investing,our brands this included investing in our core in
102,2019-10-31 11:00:00,NYSE,2019-Q3,WWE,seizing,2,2293,2302,investing,about where you re investing more in content now
102,2019-10-31 11:00:00,NYSE,2019-Q3,WWE,seizing,3,6448,6457,invest,structure and continue to invest in that and strengthen
102,2019-10-31 11:00:00,NYSE,2019-Q3,WWE,seizing,4,7296,7305,investing,forward and also just investing in the core in
102,2019-10-31 11:00:00,NYSE,2019-Q3,WWE,seizing,5,8968,8977,invested,content and certainly we invested in our core in
102,2019-10-31 11:00:00,NYSE,2019-Q3,WWE,transforming,1,2153,2162,transform,we believe we can transform our business drive growth
103,2021-04-28 07:00:00,NYSE,2021-Q1,DB,sensing,1,10698,10707,sense,quarter is in a sense calling a turn in
103,2021-04-28 07:00:00,NYSE,2021-Q1,DB,transforming,1,186,195,transform,gave ourselves quarters to transform deutsche bank and quarters
104,2021-06-08 08:00:00,NYSE,2021-Q1,CHS,sensing,1,1151,1160,sense,proofing are driving a sense of urgency for customer
104,2021-06-08 08:00:00,NYSE,2021-Q1,CHS,sensing,2,1317,1326,sense,or buyouts make economic sense we have lease flexibility
104,2021-06-08 08:00:00,NYSE,2021-Q1,CHS,transforming,1,621,630,transformed,years we have successfully transformed into a seamless digital
105,2021-05-04 17:00:00,NASDAQ,2021-Q3,MRCY,sensing,1,6032,6041,sense,in an absolute dollar sense is pretty large for
105,2021-05-04 17:00:00,NASDAQ,2021-Q3,MRCY,seizing,1,396,405,investing,continue to execute strategically investing in r d and
105,2021-05-04 17:00:00,NASDAQ,2021-Q3,MRCY,seizing,2,1730,1739,invest,the second is to invest in new technologies our
105,2021-05-04 17:00:00,NASDAQ,2021-Q3,MRCY,seizing,3,1780,1789,investing,allow us to continue investing in organic growth while
105,2021-05-04 17:00:00,NASDAQ,2021-Q3,MRCY,seizing,4,2849,2858,invest,have significant capacity to invest for organic growth as
105,2021-05-04 17:00:00,NASDAQ,2021-Q3,MRCY,seizing,5,3314,3323,invest,as we continue to invest in growing the business
105,2021-05-04 17:00:00,NASDAQ,2021-Q3,MRCY,seizing,6,6756,6765,invested,ve talked about we invested in inventory to derisk
105,2021-05-04 17:00:00,NASDAQ,2021-Q3,MRCY,transforming,1,7146,7155,transform,available silicon and then transform it for use for
106,2021-06-02 17:00:00,NYSE,2021-Q4,AI,sensing,1,8478,8487,sense,wanted to get a sense of what s driving
106,2021-06-02 17:00:00,NYSE,2021-Q4,AI,sensing,2,8859,8868,sense,analyst it makes total sense though the follow up
106,2021-06-02 17:00:00,NYSE,2021-Q4,AI,sensing,3,9834,9843,sense,wanted to get a sense of how conservative your
106,2021-06-02 17:00:00,NYSE,2021-Q4,AI,seizing,1,1544,1553,investing,segments we are aggressively investing to extend our product
106,2021-06-02 17:00:00,NYSE,2021-Q4,AI,seizing,2,2381,2399,"invest, invested",increase of we thoughtfully invested throughout the year and we will continue to invest with focus on expanding
106,2021-06-02 17:00:00,NYSE,2021-Q4,AI,seizing,3,2696,2705,invest,noting that we will invest thoughtfully to expand our
106,2021-06-02 17:00:00,NYSE,2021-Q4,AI,seizing,4,6668,6677,investing,expect us to be investing this year in a
106,2021-06-02 17:00:00,NYSE,2021-Q4,AI,seizing,5,10540,10549,seize,been better positioned to seize the market opportunity so
108,2021-04-29 09:00:00,NYSE,2021-Q1,FCN,sensing,1,631,640,sense,i think we can sense at least the beginning
108,2021-04-29 09:00:00,NYSE,2021-Q1,FCN,sensing,2,3695,3704,sense,that to get a sense of maybe some of
108,2021-04-29 09:00:00,NYSE,2021-Q1,FCN,sensing,3,6766,6775,sense,securities analyst that makes sense do you have an
108,2021-04-29 09:00:00,NYSE,2021-Q1,FCN,sensing,4,7546,7555,sense,it has to make sense for us and we
108,2021-04-29 09:00:00,NYSE,2021-Q1,FCN,sensing,5,7559,7568,sense,standards and what makes sense for us but there
108,2021-04-29 09:00:00,NYSE,2021-Q1,FCN,sensing,6,8033,8042,sense,yeah absolutely makes perfect sense thank you for your
108,2021-04-29 09:00:00,NYSE,2021-Q1,FCN,seizing,1,6113,6122,invest,mean any time you invest for growth do often
108,2021-04-29 09:00:00,NYSE,2021-Q1,FCN,seizing,2,6496,6511,invest,with ambition both to invest behind our core and also invest in adjacencies so i
108,2021-04-29 09:00:00,NYSE,2021-Q1,FCN,seizing,3,7017,7026,invested,segment s history we invested and i think we
108,2021-04-29 09:00:00,NYSE,2021-Q1,FCN,seizing,4,7253,7262,invest,we re going to invest in that business and
109,2021-07-09 12:00:00,NASDAQ,2021-Q3,PSMT,seizing,1,2299,2308,investing,be buoyed by further investing in talent and technology
109,2021-07-09 12:00:00,NASDAQ,2021-Q3,PSMT,seizing,2,3885,3894,investing,net cash used in investing activities decreased by million
109,2021-07-09 12:00:00,NASDAQ,2021-Q3,PSMT,seizing,3,4050,4059,invest,while also continuing to invest in the future therefore
109,2021-07-09 12:00:00,NASDAQ,2021-Q3,PSMT,seizing,4,4875,4884,invest,you to continue to invest in that area but
109,2021-07-09 12:00:00,NASDAQ,2021-Q3,PSMT,seizing,5,4937,4946,investing,sure that we are investing appropriately to build the
110,2022-05-04 08:30:00,NASDAQ,2022-Q3,LITE,sensing,1,546,555,sensing,performance lasers for d sensing and lidar are expanding
110,2022-05-04 08:30:00,NASDAQ,2022-Q3,LITE,sensing,2,1228,1244,sensing,expected due to d sensing seasonality we are expanding our d sensing and lidar platforms into
110,2022-05-04 08:30:00,NASDAQ,2022-Q3,LITE,sensing,3,1279,1288,sensing,time of flight d sensing together with ambarella s
110,2022-05-04 08:30:00,NASDAQ,2022-Q3,LITE,sensing,4,3809,3818,sensing,talked about the d sensing business as kind of
110,2022-05-04 08:30:00,NASDAQ,2022-Q3,LITE,sensing,5,3949,3958,sensing,outsized share in d sensing that share normalization being
110,2022-05-04 08:30:00,NASDAQ,2022-Q3,LITE,sensing,6,4022,4031,sensing,current situation in d sensing or industrial and consumer
110,2022-05-04 08:30:00,NASDAQ,2022-Q3,LITE,sensing,7,4838,4847,sense,wanted to get a sense for how large you
110,2022-05-04 08:30:00,NASDAQ,2022-Q3,LITE,sensing,8,6169,6178,sensing,commentary suggested maybe external sensing coming a little closer
110,2022-05-04 08:30:00,NASDAQ,2022-Q3,LITE,sensing,9,6235,6244,sensing,on application for external sensing chris coldren chief strategy
110,2022-05-04 08:30:00,NASDAQ,2022-Q3,LITE,sensing,10,6637,6646,sensing,analyst on the d sensing side just to follow
110,2022-05-04 08:30:00,NASDAQ,2022-Q3,LITE,sensing,11,6751,6760,sensing,give a specific d sensing number for the june
110,2022-05-04 08:30:00,NASDAQ,2022-Q3,LITE,sensing,12,6813,6822,sensing,year decline in d sensing for example in the
110,2022-05-04 08:30:00,NASDAQ,2022-Q3,LITE,sensing,13,6876,6885,shaped,little b or u shaped if you were to
110,2022-05-04 08:30:00,NASDAQ,2022-Q3,LITE,sensing,14,8388,8397,sensing,which increasingly leverage d sensing and lidar capabilities at
110,2022-05-04 08:30:00,NASDAQ,2022-Q3,LITE,seizing,1,7262,7271,invest,we ve continued to invest in r d and
111,2021-08-05 17:00:00,NASDAQ,2021-Q2,HCAT,sensing,1,3538,3547,sense,needed it does make sense for your comments ryan
111,2021-08-05 17:00:00,NASDAQ,2021-Q2,HCAT,sensing,2,6541,6550,sense,james analyst that makes sense and i think you
111,2021-08-05 17:00:00,NASDAQ,2021-Q2,HCAT,sensing,3,6854,6863,sense,a little bit more sense of normalcy in capital
111,2021-08-05 17:00:00,NASDAQ,2021-Q2,HCAT,sensing,4,7426,7435,sense,right now to a sense that on balance we
111,2021-08-05 17:00:00,NASDAQ,2021-Q2,HCAT,sensing,5,7599,7608,sense,corp analyst and any sense for the attach rates
111,2021-08-05 17:00:00,NASDAQ,2021-Q2,HCAT,seizing,1,3558,3567,investing,we have consistently been investing from an r d
111,2021-08-05 17:00:00,NASDAQ,2021-Q2,HCAT,seizing,2,3595,3604,invest,d perspective to meaningfully invest in this suite as
111,2021-08-05 17:00:00,NASDAQ,2021-Q2,HCAT,seizing,3,4495,4504,investing,make sure we re investing in understanding guidelines that
111,2021-08-05 17:00:00,NASDAQ,2021-Q2,HCAT,seizing,4,8620,8629,investing,have to date been investing organically as a company
111,2021-08-05 17:00:00,NASDAQ,2021-Q2,HCAT,seizing,5,8755,8764,invest,we ll continue to invest organically as a company
112,2021-04-19 08:30:00,NYSE,2021-Q1,KO,sensing,1,3632,3641,sense,just in a normal sense it s early in
112,2021-04-19 08:30:00,NYSE,2021-Q1,KO,sensing,2,3906,3922,sense,not in a business sense but in a lockdown and reopening sense and the reality is
112,2021-04-19 08:30:00,NYSE,2021-Q1,KO,sensing,3,4487,4496,shape,covered and in good shape and so when you
112,2021-04-19 08:30:00,NYSE,2021-Q1,KO,sensing,4,5169,5178,sense,global solution makes total sense we ve had examples
112,2021-04-19 08:30:00,NYSE,2021-Q1,KO,sensing,5,5844,5853,sense,you give us a sense of where you are
112,2021-04-19 08:30:00,NYSE,2021-Q1,KO,sensing,6,6943,6952,sense,you know in a sense april last year was
112,2021-04-19 08:30:00,NYSE,2021-Q1,KO,seizing,1,753,762,invest,out and we ll invest to drive momentum with
112,2021-04-19 08:30:00,NYSE,2021-Q1,KO,seizing,2,4025,4034,investing,judicious and focused on investing where we believe reopening
112,2021-04-19 08:30:00,NYSE,2021-Q1,KO,seizing,3,4037,4046,investing,coming back and not investing if we don t
112,2021-04-19 08:30:00,NYSE,2021-Q1,KO,seizing,4,4172,4181,invest,judiciously and wanting to invest to drive growth and
112,2021-04-19 08:30:00,NYSE,2021-Q1,KO,seizing,5,5401,5410,invest,comments on wanting to invest to support recovery is
112,2021-04-19 08:30:00,NYSE,2021-Q1,KO,seizing,6,7878,7887,invest,other companies other companies invest in in into the
112,2021-04-19 08:30:00,NYSE,2021-Q1,KO,seizing,7,9169,9178,investing,we re kind of investing both in the consumer
112,2021-04-19 08:30:00,NYSE,2021-Q1,KO,seizing,8,9182,9191,investing,doing a great job investing for the customers and
113,2021-02-23 08:30:00,NASDAQ,2020-Q4,CMLS,sensing,1,2478,2487,sense,you give us a sense of where those costs
113,2021-02-23 08:30:00,NASDAQ,2020-Q4,CMLS,sensing,2,2721,2730,sense,you give us a sense of what political was
113,2021-02-23 08:30:00,NASDAQ,2020-Q4,CMLS,sensing,3,2781,2790,sense,you give us a sense of what that is
113,2021-02-23 08:30:00,NASDAQ,2020-Q4,CMLS,sensing,4,2867,2876,sense,can you this a sense of what are there
113,2021-02-23 08:30:00,NASDAQ,2020-Q4,CMLS,sensing,5,2891,2900,sense,of give us a sense of the geography of
113,2021-02-23 08:30:00,NASDAQ,2020-Q4,CMLS,sensing,6,3050,3059,shaping,on how that s shaping up frank lopez balboa
113,2021-02-23 08:30:00,NASDAQ,2020-Q4,CMLS,sensing,7,3540,3549,sense,can give us a sense of how big you
113,2021-02-23 08:30:00,NASDAQ,2020-Q4,CMLS,sensing,8,3841,3850,sense,financial analyst that makes sense thank you very much
113,2021-02-23 08:30:00,NASDAQ,2020-Q4,CMLS,sensing,9,4260,4269,sense,it ok that makes sense that s all i
114,2021-08-11 08:00:00,(NYSE,2021-Q2,ATC),sensing,1,5107,5116,sense,kind of get the sense that you re going
114,2021-08-11 08:00:00,(NYSE,2021-Q2,ATC),sensing,2,6137,6146,sense,you give us a sense for just how much
114,2021-08-11 08:00:00,(NYSE,2021-Q2,ATC),seizing,1,2337,2346,investing,when it comes to investing for future growth our
114,2021-08-11 08:00:00,(NYSE,2021-Q2,ATC),seizing,2,6904,6915,invest,our customers here we invest we invest for internal capabilities as
114,2021-08-11 08:00:00,(NYSE,2021-Q2,ATC),seizing,3,7086,7095,invest,and the ability to invest for further growth in
115,2021-02-17 17:00:00,NASDAQ,2020-Q4,TLRY,sensing,1,7320,7329,sense,just doesn t make sense at all and then
115,2021-02-17 17:00:00,NASDAQ,2020-Q4,TLRY,transforming,1,3359,3368,transform,significant progress during to transform and strengthen our business
116,2019-11-18 08:00:00,NYSE,2019-Q3,CTK,seizing,1,990,999,investing,vertical area we are investing to firmly establish and
116,2019-11-18 08:00:00,NYSE,2019-Q3,CTK,seizing,2,1216,1225,invest,will continue to strongly invest in both advertising technology
116,2019-11-18 08:00:00,NYSE,2019-Q3,CTK,seizing,3,2442,2451,invest,will continue to strongly invest in both advertising technologies
116,2019-11-18 08:00:00,NYSE,2019-Q3,CTK,seizing,4,2500,2509,invest,we are confident to invest more and user acquisition
116,2019-11-18 08:00:00,NYSE,2019-Q3,CTK,seizing,5,3411,3420,investing,yes so we are investing more to acquire users
117,2021-03-11 17:00:00,NYSE,2021-Q4,ZUO,seizing,1,392,401,invested,alliances and partnerships and invested in our product road
117,2021-03-11 17:00:00,NYSE,2021-Q4,ZUO,seizing,2,708,717,invest,faster we continue to invest in customer success this
117,2021-03-11 17:00:00,NYSE,2021-Q4,ZUO,seizing,3,1622,1631,invest,prime practices where they invest in and strengthen their
117,2021-03-11 17:00:00,NYSE,2021-Q4,ZUO,transforming,1,5613,5622,transform,and is looking to transform right we re more
118,2020-05-26 17:00:00,NYSE,2020-Q1,OOMA,sensing,1,4940,4949,sense,you can give a sense of what percentage of
119,2021-04-29 17:00:00,NASDAQ,2021-Q1,MVIS,sensing,1,6271,6280,sense,very unique in that sense but if a rear
119,2021-04-29 17:00:00,NASDAQ,2021-Q1,MVIS,sensing,2,6949,6961,sense,right it makes total sense makes total sense right lets you be
119,2021-04-29 17:00:00,NASDAQ,2021-Q1,MVIS,sensing,3,7306,7315,sense,nobody can save any sense of refinery or not
119,2021-04-29 17:00:00,NASDAQ,2021-Q1,MVIS,sensing,4,7588,7597,sense,about consolidation is common sense and you re not
119,2021-04-29 17:00:00,NASDAQ,2021-Q1,MVIS,sensing,5,10107,10116,sense,investor ok that makes sense to me thank you
119,2021-04-29 17:00:00,NASDAQ,2021-Q1,MVIS,sensing,6,10463,10472,sense,picked one that makes sense what we re doing
119,2021-04-29 17:00:00,NASDAQ,2021-Q1,MVIS,seizing,1,300,309,investing,risk factors associated with investing in microvision these risk
120,2021-02-11 17:00:00,NASDAQ,2020-Q4,BJRI,sensing,1,4354,4363,sense,baird analyst that makes sense and then if i
120,2021-02-11 17:00:00,NASDAQ,2020-Q4,BJRI,sensing,2,4519,4528,sense,volumes or in traditional sense november december we re
120,2021-02-11 17:00:00,NASDAQ,2020-Q4,BJRI,sensing,3,4723,4732,sense,foremost if that makes sense so that we don
120,2021-02-11 17:00:00,NASDAQ,2020-Q4,BJRI,sensing,4,5733,5742,sense,trying to get your sense for the the labor
120,2021-02-11 17:00:00,NASDAQ,2020-Q4,BJRI,sensing,5,9077,9086,sense,channels if that makes sense right but the more
120,2021-02-11 17:00:00,NASDAQ,2020-Q4,BJRI,sensing,6,9296,9305,sense,co inc analyst makes sense thanks for all the
120,2021-02-11 17:00:00,NASDAQ,2020-Q4,BJRI,seizing,1,1001,1010,invest,a strong position to invest in the right growth
120,2021-02-11 17:00:00,NASDAQ,2020-Q4,BJRI,seizing,2,2670,2679,invest,restaurant expansion and further invest in our sales driving
120,2021-02-11 17:00:00,NASDAQ,2020-Q4,BJRI,seizing,3,6138,6147,invest,areas we will always invest in technology we always
120,2021-02-11 17:00:00,NASDAQ,2020-Q4,BJRI,seizing,4,6309,6318,invest,but we ll always invest in technology if we
120,2021-02-11 17:00:00,NASDAQ,2020-Q4,BJRI,seizing,5,6374,6383,invest,we ll continue to invest on that aspect of
121,2021-07-27 08:30:00,NASDAQ,2021-Q2,AGNC,sensing,1,6194,6203,sense,good to get a sense for how much extension
122,2021-08-06 14:30:00,NASDAQ,2021-Q2,LHCG,sensing,1,556,565,sense,healthcare policy this common sense legislation will allow qualifying
122,2021-08-06 14:30:00,NASDAQ,2021-Q2,LHCG,sensing,2,2305,2314,shaping,following acquisition while is shaping up to be a
122,2021-08-06 14:30:00,NASDAQ,2021-Q2,LHCG,sensing,3,3712,3721,sense,you give us a sense of kind of what
122,2021-08-06 14:30:00,NASDAQ,2021-Q2,LHCG,sensing,4,6652,6661,sense,just give us a sense for how you re
122,2021-08-06 14:30:00,NASDAQ,2021-Q2,LHCG,sensing,5,7676,7685,sense,analyst right it makes sense and i guess on
122,2021-08-06 14:30:00,NASDAQ,2021-Q2,LHCG,sensing,6,10365,10374,sense,do you have a sense that maybe this is
122,2021-08-06 14:30:00,NASDAQ,2021-Q2,LHCG,sensing,7,10717,10726,sense,that you provided any sense would there be a
122,2021-08-06 14:30:00,NASDAQ,2021-Q2,LHCG,seizing,1,3036,3045,invested,josh the company has invested intently on increasing and
122,2021-08-06 14:30:00,NASDAQ,2021-Q2,LHCG,seizing,2,4903,4912,invested,structure what we ve invested in education in tuition
122,2021-08-06 14:30:00,NASDAQ,2021-Q2,LHCG,seizing,3,5069,5078,invested,so we ve really invested a lot in them
122,2021-08-06 14:30:00,NASDAQ,2021-Q2,LHCG,seizing,4,5177,5186,invested,there but we ve invested in that too over
122,2021-08-06 14:30:00,NASDAQ,2021-Q2,LHCG,seizing,5,5353,5362,invested,on it we have invested in our people for
122,2021-08-06 14:30:00,NASDAQ,2021-Q2,LHCG,seizing,6,10245,10254,investing,mean we ve been investing in culture for about
123,2022-11-07 16:30:00,NASDAQ,2023-Q2,TTWO,sensing,1,4074,4083,shape,ll be in good shape eric handler mkm partners
123,2022-11-07 16:30:00,NASDAQ,2023-Q2,TTWO,sensing,2,7136,7145,sense,game concepts that make sense from a commercial perspective
123,2022-11-07 16:30:00,NASDAQ,2023-Q2,TTWO,sensing,3,8413,8422,sense,really doesn t make sense for us to give
123,2022-11-07 16:30:00,NASDAQ,2023-Q2,TTWO,sensing,4,9027,9036,sense,offerings when it makes sense for us and my
123,2022-11-07 16:30:00,NASDAQ,2023-Q2,TTWO,sensing,5,9120,9129,sense,subscription makes as much sense for interactive entertainment as
123,2022-11-07 16:30:00,NASDAQ,2023-Q2,TTWO,sensing,6,9149,9158,sense,was whether it made sense and this is a
123,2022-11-07 16:30:00,NASDAQ,2023-Q2,TTWO,sensing,7,9183,9200,sense,think that ever made sense i still don t think it makes sense and i believe that
123,2022-11-07 16:30:00,NASDAQ,2023-Q2,TTWO,sensing,8,9206,9215,sense,it doesn t make sense it s just a
123,2022-11-07 16:30:00,NASDAQ,2023-Q2,TTWO,sensing,9,9869,9878,sense,see when it makes sense for us to do
123,2022-11-07 16:30:00,NASDAQ,2023-Q2,TTWO,seizing,1,5005,5023,"invest, investing",can see the company investing in that over time and we continue to invest that and as we
123,2022-11-07 16:30:00,NASDAQ,2023-Q2,TTWO,seizing,2,5111,5120,invest,going to continue to invest in that you saw
124,2022-10-27 17:30:00,NASDAQ,2022-Q3,AMZN,sensing,1,2494,2503,shaping,optimize in what is shaping up as a tough
124,2022-10-27 17:30:00,NASDAQ,2022-Q3,AMZN,seizing,1,1339,1348,invest,re also continuing to invest in new infrastructure to
124,2022-10-27 17:30:00,NASDAQ,2022-Q3,AMZN,seizing,2,1722,1731,investing,the right balance between investing for our customers for
125,,NASDAQ,2018-Q4,BCOR,sensing,1,1680,1689,sense,for our customers our sense of these initiatives will
125,,NASDAQ,2018-Q4,BCOR,sensing,2,6122,6131,sense,do you have a sense john where you re
125,,NASDAQ,2018-Q4,BCOR,sensing,3,6397,6406,sense,just give us a sense of when are you
125,,NASDAQ,2018-Q4,BCOR,sensing,4,7180,7189,shaping,march so it s shaping up in terms of
125,,NASDAQ,2018-Q4,BCOR,sensing,5,7904,7913,sense,the season but any sense of what the average
125,,NASDAQ,2018-Q4,BCOR,sensing,6,7921,7930,sense,and maybe even a sense of the economics of
125,,NASDAQ,2018-Q4,BCOR,sensing,7,8093,8102,sense,is their s economic sense for our value card
125,,NASDAQ,2018-Q4,BCOR,seizing,1,3777,3786,invested,strengthened our platform we invested for future growth we
125,,NASDAQ,2018-Q4,BCOR,transforming,1,2433,2442,transformed,months that has created transformed advisor experience with next
126,2021-11-08 04:00:00,NASDAQ,2021-Q3,IMOS,seizing,1,1572,1581,invested,expenditures and depreciation we invested twd million in capex
127,2021-02-18 17:00:00,NASDAQ,2020-Q4,ROKU,sensing,1,2015,2024,sense,into that in the sense that it s premium
127,2021-02-18 17:00:00,NASDAQ,2020-Q4,ROKU,sensing,2,4543,4552,sense,countries as that make sense and then i think
127,2021-02-18 17:00:00,NASDAQ,2020-Q4,ROKU,seizing,1,1442,1451,invest,will continue to aggressively invest in our business to
127,2021-02-18 17:00:00,NASDAQ,2020-Q4,ROKU,seizing,2,3138,3147,investing,the importance of advertisers investing in ott so all
127,2021-02-18 17:00:00,NASDAQ,2020-Q4,ROKU,seizing,3,3904,3913,investing,why we ve been investing in oneview and we
127,2021-02-18 17:00:00,NASDAQ,2020-Q4,ROKU,seizing,4,4135,4144,investing,here but we are investing internationally and i would
127,2021-02-18 17:00:00,NASDAQ,2020-Q4,ROKU,seizing,5,5343,5352,investing,push the gas on investing in the business with
127,2021-02-18 17:00:00,NASDAQ,2020-Q4,ROKU,seizing,6,5482,5500,"invest, investing",re going to keep investing in we re going to invest in growth investing and expanding our competitive
127,2021-02-18 17:00:00,NASDAQ,2020-Q4,ROKU,seizing,7,5757,5766,investing,we feel more comfortable investing aggressively i d point
127,2021-02-18 17:00:00,NASDAQ,2020-Q4,ROKU,seizing,8,5785,5794,invest,we re going to invest certainly we re an
127,2021-02-18 17:00:00,NASDAQ,2020-Q4,ROKU,seizing,9,5846,5855,investing,other thing we re investing for the future and
127,2021-02-18 17:00:00,NASDAQ,2020-Q4,ROKU,seizing,10,7459,7468,invest,s important is to invest to maintain and grow
